encoder,gold_mode,gold_length,variant,label,case_id,task_id,gold_text,answer,cosine_similarity
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,wrong_subtle,father_of_nation_india__hi__wrong_subtle,father_of_nation_india,भारत में महात्मा गांधी को राष्ट्रपिता के रूप में जाना जाता है।,महात्मा गांधी को भारत का नेताजी कहा जाता है।,0.9345651268959045
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,wrong_hard,father_of_nation_india__hi__wrong_hard,father_of_nation_india,भारत में महात्मा गांधी को राष्ट्रपिता के रूप में जाना जाता है।,भारत में जवाहरलाल नेहरू को राष्ट्रपिता के रूप में जाना जाता है।,0.9438278675079346
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,correct,father_of_nation_india__hinglish,father_of_nation_india,Bharat mein Mahatma Gandhi ko rashtrapita ke roop mein jana jata hai.,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.7922725081443787
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,wrong_subtle,father_of_nation_india__hinglish__wrong_subtle,father_of_nation_india,Bharat mein Mahatma Gandhi ko rashtrapita ke roop mein jana jata hai.,Mahatma Gandhi ko Bharat ka Netaji kaha jata hai.,0.8029115200042725
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,wrong_hard,father_of_nation_india__hinglish__wrong_hard,father_of_nation_india,Bharat mein Mahatma Gandhi ko rashtrapita ke roop mein jana jata hai.,Bharat mein Jawaharlal Nehru ko rashtrapita ke roop mein jana jata hai.,0.919336199760437
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,en,correct,boiling_point_water_c__en,boiling_point_water_c,Water boils at 100 degrees Celsius at sea level.,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.8839569091796875
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,en,wrong_subtle,boiling_point_water_c__en__wrong_subtle,boiling_point_water_c,Water boils at 100 degrees Celsius at sea level.,Water boils at 0 degrees Celsius at sea level.,0.9016880989074707
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,en,wrong_hard,boiling_point_water_c__en__wrong_hard,boiling_point_water_c,Water boils at 100 degrees Celsius at sea level.,Water boils at 50 degrees Celsius at sea level.,0.9461038708686829
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,correct,boiling_point_water_c__hi,boiling_point_water_c,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है।,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.9275041818618774
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,wrong_subtle,boiling_point_water_c__hi__wrong_subtle,boiling_point_water_c,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है।,समुद्र तल पर पानी 0 डिग्री सेल्सियस पर उबलता है।,0.9580311179161072
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hi,wrong_hard,boiling_point_water_c__hi__wrong_hard,boiling_point_water_c,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है।,समुद्र तल पर पानी 50 डिग्री सेल्सियस पर उबलता है।,0.9542198181152344
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,correct,boiling_point_water_c__hinglish,boiling_point_water_c,Samudra tal par pani 100 degree Celsius par ubalta hai.,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.7744615077972412
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,wrong_subtle,boiling_point_water_c__hinglish__wrong_subtle,boiling_point_water_c,Samudra tal par pani 100 degree Celsius par ubalta hai.,Samudra tal par pani 0 degree Celsius par ubalta hai.,0.954161524772644
sentence-transformers/all-MiniLM-L6-v2,same_language_gold,full_sentence,hinglish,wrong_hard,boiling_point_water_c__hinglish__wrong_hard,boiling_point_water_c,Samudra tal par pani 100 degree Celsius par ubalta hai.,Samudra tal par pani 50 degree Celsius par ubalta hai.,0.9721037745475769
sentence-transformers/LaBSE,english_gold,short,en,correct,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.5212615728378296
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,capital_maharashtra__en__wrong_subtle,capital_maharashtra,Mumbai,Mumbai is the capital of India.,0.6170204281806946
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,capital_maharashtra__en__wrong_hard,capital_maharashtra,Mumbai,The capital of Maharashtra is Chennai.,0.28499776124954224
sentence-transformers/LaBSE,english_gold,short,hi,correct,capital_maharashtra__hi,capital_maharashtra,Mumbai,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.4730433225631714
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,capital_maharashtra__hi__wrong_subtle,capital_maharashtra,Mumbai,मुंबई भारत की राजधानी है।,0.5628823041915894
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,capital_maharashtra__hi__wrong_hard,capital_maharashtra,Mumbai,महाराष्ट्र की राजधानी चेन्नई है।,0.3248506188392639
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.43280506134033203
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,capital_maharashtra__hinglish__wrong_subtle,capital_maharashtra,Mumbai,Mumbai Bharat ki rajdhani hai.,0.5339611768722534
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,capital_maharashtra__hinglish__wrong_hard,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Chennai hai.,0.20244573056697845
sentence-transformers/LaBSE,english_gold,short,en,correct,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.13798630237579346
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,planets_count__en__wrong_subtle,planets_count,Eight,"There are nine planets in our solar system, including Pluto.",0.20510031282901764
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,planets_count__en__wrong_hard,planets_count,Eight,There are twelve planets in our solar system.,0.12688390910625458
sentence-transformers/LaBSE,english_gold,short,hi,correct,planets_count__hi,planets_count,Eight,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.16987761855125427
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,planets_count__hi__wrong_subtle,planets_count,Eight,"हमारे सौर मंडल में नौ ग्रह हैं, जिसमें प्लूटो भी शामिल है।",0.19094635546207428
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,planets_count__hi__wrong_hard,planets_count,Eight,हमारे सौर मंडल में बारह ग्रह हैं।,0.18551602959632874
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,planets_count__hinglish,planets_count,Eight,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.17451715469360352
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,planets_count__hinglish__wrong_subtle,planets_count,Eight,"Hamare saur mandal mein nau grah hain, jismein Pluto bhi shamil hai.",0.025871898978948593
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,planets_count__hinglish__wrong_hard,planets_count,Eight,Hamare saur mandal mein barah grah hain.,0.0212109237909317
sentence-transformers/LaBSE,english_gold,short,en,correct,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.48993220925331116
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,freedom_year__en__wrong_subtle,freedom_year,1947,India gained independence in 1948.,0.5291549563407898
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,freedom_year__en__wrong_hard,freedom_year,1947,India gained independence in 1857.,0.4738721549510956
sentence-transformers/LaBSE,english_gold,short,hi,correct,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.49575769901275635
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,freedom_year__hi__wrong_subtle,freedom_year,1947,भारत को 1948 में स्वतंत्रता मिली।,0.5479112267494202
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,freedom_year__hi__wrong_hard,freedom_year,1947,भारत को 1857 में स्वतंत्रता मिली।,0.5094581842422485
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.4453572630882263
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,freedom_year__hinglish__wrong_subtle,freedom_year,1947,Bharat ko 1948 mein aazadi mili.,0.5160834789276123
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,freedom_year__hinglish__wrong_hard,freedom_year,1947,Bharat ko 1857 mein aazadi mili.,0.4504736661911011
sentence-transformers/LaBSE,english_gold,short,en,correct,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.50087970495224
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,water_formula__en__wrong_subtle,water_formula,H2O,The chemical formula of water is H2O2.,0.5863913893699646
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,water_formula__en__wrong_hard,water_formula,H2O,The chemical formula of water is CO2.,0.43202710151672363
sentence-transformers/LaBSE,english_gold,short,hi,correct,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.4919799566268921
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,water_formula__hi__wrong_subtle,water_formula,H2O,पानी का रासायनिक सूत्र H2O2 है।,0.5524383783340454
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,water_formula__hi__wrong_hard,water_formula,H2O,पानी का रासायनिक सूत्र CO2 है।,0.4485335946083069
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.4544466733932495
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,water_formula__hinglish__wrong_subtle,water_formula,H2O,Pani ka rasayanik sutra H2O2 hai.,0.6149340867996216
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,water_formula__hinglish__wrong_hard,water_formula,H2O,Pani ka rasayanik sutra CO2 hai.,0.28462672233581543
sentence-transformers/LaBSE,english_gold,short,en,correct,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.4564370810985565
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,national_animal_india__en__wrong_subtle,national_animal_india,Bengal tiger,The national animal of India is the Siberian tiger.,0.36726897954940796
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,national_animal_india__en__wrong_hard,national_animal_india,Bengal tiger,The national animal of India is the lion.,0.2975867986679077
sentence-transformers/LaBSE,english_gold,short,hi,correct,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.23699010908603668
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,national_animal_india__hi__wrong_subtle,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु साइबेरियाई टाइगर है।,0.4079054594039917
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,national_animal_india__hi__wrong_hard,national_animal_india,Bengal tiger,भारत का राष्ट्रीय पशु शेर है।,0.3248053789138794
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.11113200336694717
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,national_animal_india__hinglish__wrong_subtle,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu Siberian tiger hai.,0.2746691405773163
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,national_animal_india__hinglish__wrong_hard,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu sher hai.,0.03669913858175278
sentence-transformers/LaBSE,english_gold,short,en,correct,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.35892000794410706
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,largest_ocean__en__wrong_subtle,largest_ocean,Pacific Ocean,The Pacific Ocean is the smallest ocean on Earth.,0.5548075437545776
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,largest_ocean__en__wrong_hard,largest_ocean,Pacific Ocean,The largest ocean on Earth is the Atlantic Ocean.,0.4641292691230774
sentence-transformers/LaBSE,english_gold,short,hi,correct,largest_ocean__hi,largest_ocean,Pacific Ocean,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.45357757806777954
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,largest_ocean__hi__wrong_subtle,largest_ocean,Pacific Ocean,प्रशांत महासागर पृथ्वी का सबसे छोटा महासागर है।,0.5040243864059448
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,largest_ocean__hi__wrong_hard,largest_ocean,Pacific Ocean,पृथ्वी का सबसे बड़ा महासागर अटलांटिक महासागर है।,0.45804929733276367
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,largest_ocean__hinglish,largest_ocean,Pacific Ocean,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.4753395915031433
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,largest_ocean__hinglish__wrong_subtle,largest_ocean,Pacific Ocean,Prashant Mahasagar Prithvi ka sabse chhota mahasagar hai.,0.18306049704551697
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,largest_ocean__hinglish__wrong_hard,largest_ocean,Pacific Ocean,Prithvi ka sabse bada mahasagar Atlantic Mahasagar hai.,0.39225995540618896
sentence-transformers/LaBSE,english_gold,short,en,correct,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.3180408775806427
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,sun_rise_direction__en__wrong_subtle,sun_rise_direction,East,The sun rises in the north-east.,0.4464879631996155
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,sun_rise_direction__en__wrong_hard,sun_rise_direction,East,The sun rises in the west.,0.40513861179351807
sentence-transformers/LaBSE,english_gold,short,hi,correct,sun_rise_direction__hi,sun_rise_direction,East,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.3492158353328705
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,sun_rise_direction__hi__wrong_subtle,sun_rise_direction,East,सूर्य उत्तर-पूर्व दिशा में उगता है।,0.4439926743507385
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,sun_rise_direction__hi__wrong_hard,sun_rise_direction,East,सूर्य पश्चिम दिशा में उगता है।,0.41919785737991333
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,sun_rise_direction__hinglish,sun_rise_direction,East,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.037630267441272736
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,sun_rise_direction__hinglish__wrong_subtle,sun_rise_direction,East,Suraj uttar-purab disha mein ugta hai.,0.11635155975818634
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,sun_rise_direction__hinglish__wrong_hard,sun_rise_direction,East,Suraj paschim disha mein ugta hai.,0.09445448219776154
sentence-transformers/LaBSE,english_gold,short,en,correct,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.3770731985569
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,days_in_leap_year__en__wrong_subtle,days_in_leap_year,366,A leap year has 365 days.,0.4892621636390686
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,days_in_leap_year__en__wrong_hard,days_in_leap_year,366,A leap year has 400 days.,0.32266610860824585
sentence-transformers/LaBSE,english_gold,short,hi,correct,days_in_leap_year__hi,days_in_leap_year,366,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.442196249961853
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,days_in_leap_year__hi__wrong_subtle,days_in_leap_year,366,एक लीप वर्ष में 365 दिन होते हैं।,0.4851841926574707
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,days_in_leap_year__hi__wrong_hard,days_in_leap_year,366,एक लीप वर्ष में 400 दिन होते हैं।,0.34386682510375977
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.4348873198032379
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,days_in_leap_year__hinglish__wrong_subtle,days_in_leap_year,366,Ek leap year mein 365 din hote hain.,0.4805639982223511
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,days_in_leap_year__hinglish__wrong_hard,days_in_leap_year,366,Ek leap year mein 400 din hote hain.,0.24545612931251526
sentence-transformers/LaBSE,english_gold,short,en,correct,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.5125503540039062
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,father_of_nation_india__en__wrong_subtle,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi is known as the Netaji of India.,0.7165650129318237
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,father_of_nation_india__en__wrong_hard,father_of_nation_india,Mahatma Gandhi,Jawaharlal Nehru is known as the Father of the Nation in India.,0.2221623957157135
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,father_of_nation_india__hi__wrong_subtle,father_of_nation_india,Mahatma Gandhi,महात्मा गांधी को भारत का नेताजी कहा जाता है।,0.6337730288505554
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,father_of_nation_india__hi__wrong_hard,father_of_nation_india,Mahatma Gandhi,भारत में जवाहरलाल नेहरू को राष्ट्रपिता के रूप में जाना जाता है।,0.2947198152542114
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.67601078748703
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,father_of_nation_india__hinglish__wrong_subtle,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka Netaji kaha jata hai.,0.7572968006134033
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,father_of_nation_india__hinglish__wrong_hard,father_of_nation_india,Mahatma Gandhi,Bharat mein Jawaharlal Nehru ko rashtrapita ke roop mein jana jata hai.,0.19789668917655945
sentence-transformers/LaBSE,english_gold,short,en,correct,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.4811156392097473
sentence-transformers/LaBSE,english_gold,short,en,wrong_subtle,boiling_point_water_c__en__wrong_subtle,boiling_point_water_c,100 degrees Celsius,Water boils at 0 degrees Celsius at sea level.,0.43123704195022583
sentence-transformers/LaBSE,english_gold,short,en,wrong_hard,boiling_point_water_c__en__wrong_hard,boiling_point_water_c,100 degrees Celsius,Water boils at 50 degrees Celsius at sea level.,0.4573912024497986
sentence-transformers/LaBSE,english_gold,short,hi,correct,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.4915056824684143
sentence-transformers/LaBSE,english_gold,short,hi,wrong_subtle,boiling_point_water_c__hi__wrong_subtle,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 0 डिग्री सेल्सियस पर उबलता है।,0.43325361609458923
sentence-transformers/LaBSE,english_gold,short,hi,wrong_hard,boiling_point_water_c__hi__wrong_hard,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 50 डिग्री सेल्सियस पर उबलता है।,0.4250674247741699
sentence-transformers/LaBSE,english_gold,short,hinglish,correct,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.5049690008163452
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_subtle,boiling_point_water_c__hinglish__wrong_subtle,boiling_point_water_c,100 degrees Celsius,Samudra tal par pani 0 degree Celsius par ubalta hai.,0.4432172477245331
sentence-transformers/LaBSE,english_gold,short,hinglish,wrong_hard,boiling_point_water_c__hinglish__wrong_hard,boiling_point_water_c,100 degrees Celsius,Samudra tal par pani 50 degree Celsius par ubalta hai.,0.46392256021499634
sentence-transformers/LaBSE,english_gold,full_sentence,en,correct,capital_maharashtra__en,capital_maharashtra,The capital of Maharashtra is Mumbai.,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.825163722038269
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_subtle,capital_maharashtra__en__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,Mumbai is the capital of India.,0.8566320538520813
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_hard,capital_maharashtra__en__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,The capital of Maharashtra is Chennai.,0.8333048820495605
sentence-transformers/LaBSE,english_gold,full_sentence,hi,correct,capital_maharashtra__hi,capital_maharashtra,The capital of Maharashtra is Mumbai.,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.8094449043273926
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_subtle,capital_maharashtra__hi__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,मुंबई भारत की राजधानी है।,0.8335438370704651
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_hard,capital_maharashtra__hi__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,महाराष्ट्र की राजधानी चेन्नई है।,0.817344605922699
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,correct,capital_maharashtra__hinglish,capital_maharashtra,The capital of Maharashtra is Mumbai.,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.7386051416397095
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,wrong_subtle,capital_maharashtra__hinglish__wrong_subtle,capital_maharashtra,The capital of Maharashtra is Mumbai.,Mumbai Bharat ki rajdhani hai.,0.6096011400222778
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,wrong_hard,capital_maharashtra__hinglish__wrong_hard,capital_maharashtra,The capital of Maharashtra is Mumbai.,Maharashtra ki rajdhani Chennai hai.,0.5689584612846375
sentence-transformers/LaBSE,english_gold,full_sentence,en,correct,planets_count__en,planets_count,There are eight planets in our solar system.,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.553279459476471
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_subtle,planets_count__en__wrong_subtle,planets_count,There are eight planets in our solar system.,"There are nine planets in our solar system, including Pluto.",0.7710649967193604
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_hard,planets_count__en__wrong_hard,planets_count,There are eight planets in our solar system.,There are twelve planets in our solar system.,0.8901236057281494
sentence-transformers/LaBSE,english_gold,full_sentence,hi,correct,planets_count__hi,planets_count,There are eight planets in our solar system.,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.5775898694992065
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_subtle,planets_count__hi__wrong_subtle,planets_count,There are eight planets in our solar system.,"हमारे सौर मंडल में नौ ग्रह हैं, जिसमें प्लूटो भी शामिल है।",0.6792534589767456
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_hard,planets_count__hi__wrong_hard,planets_count,There are eight planets in our solar system.,हमारे सौर मंडल में बारह ग्रह हैं।,0.8272596001625061
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,correct,planets_count__hinglish,planets_count,There are eight planets in our solar system.,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.4422089755535126
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,wrong_subtle,planets_count__hinglish__wrong_subtle,planets_count,There are eight planets in our solar system.,"Hamare saur mandal mein nau grah hain, jismein Pluto bhi shamil hai.",0.21333159506320953
sentence-transformers/LaBSE,english_gold,full_sentence,hinglish,wrong_hard,planets_count__hinglish__wrong_hard,planets_count,There are eight planets in our solar system.,Hamare saur mandal mein barah grah hain.,0.05398626625537872
sentence-transformers/LaBSE,english_gold,full_sentence,en,correct,freedom_year__en,freedom_year,India gained independence in 1947.,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.731042742729187
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_subtle,freedom_year__en__wrong_subtle,freedom_year,India gained independence in 1947.,India gained independence in 1948.,0.922447144985199
sentence-transformers/LaBSE,english_gold,full_sentence,en,wrong_hard,freedom_year__en__wrong_hard,freedom_year,India gained independence in 1947.,India gained independence in 1857.,0.8839771151542664
sentence-transformers/LaBSE,english_gold,full_sentence,hi,correct,freedom_year__hi,freedom_year,India gained independence in 1947.,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.7560945749282837
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_subtle,freedom_year__hi__wrong_subtle,freedom_year,India gained independence in 1947.,भारत को 1948 में स्वतंत्रता मिली।,0.8783542513847351
sentence-transformers/LaBSE,english_gold,full_sentence,hi,wrong_hard,freedom_year__hi__wrong_hard,freedom_year,India gained independence in 1947.,भारत को 1857 में स्वतंत्रता मिली।,0.8666161298751831
