encoder,gold_mode,variant,case_id,task_id,gold_text,answer,cosine_similarity
intfloat/multilingual-e5-base,english_gold,hi,planets_count__hi,planets_count,Eight,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.8091270327568054
intfloat/multilingual-e5-base,english_gold,hinglish,planets_count__hinglish,planets_count,Eight,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.8101235032081604
intfloat/multilingual-e5-base,english_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.7938442230224609
intfloat/multilingual-e5-base,english_gold,hi,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.7980175018310547
intfloat/multilingual-e5-base,english_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.8303025960922241
intfloat/multilingual-e5-base,english_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.8662716150283813
intfloat/multilingual-e5-base,english_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.8595880270004272
intfloat/multilingual-e5-base,english_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.8592370748519897
intfloat/multilingual-e5-base,english_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.8335899114608765
intfloat/multilingual-e5-base,english_gold,hi,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.7649530172348022
intfloat/multilingual-e5-base,english_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.7891929149627686
intfloat/multilingual-e5-base,english_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.8545311689376831
intfloat/multilingual-e5-base,english_gold,hi,largest_ocean__hi,largest_ocean,Pacific Ocean,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.8010571002960205
intfloat/multilingual-e5-base,english_gold,hinglish,largest_ocean__hinglish,largest_ocean,Pacific Ocean,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.8410319089889526
intfloat/multilingual-e5-base,english_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.8218215703964233
intfloat/multilingual-e5-base,english_gold,hi,sun_rise_direction__hi,sun_rise_direction,East,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.7771191596984863
intfloat/multilingual-e5-base,english_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,East,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.7447848320007324
intfloat/multilingual-e5-base,english_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.8264257907867432
intfloat/multilingual-e5-base,english_gold,hi,days_in_leap_year__hi,days_in_leap_year,366,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.8305039405822754
intfloat/multilingual-e5-base,english_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.8401200175285339
intfloat/multilingual-e5-base,english_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.8211909532546997
intfloat/multilingual-e5-base,english_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.8420360088348389
intfloat/multilingual-e5-base,english_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.8378074169158936
intfloat/multilingual-e5-base,english_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.8643149137496948
intfloat/multilingual-e5-base,english_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.8571333885192871
intfloat/multilingual-e5-base,same_language_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.8087928295135498
intfloat/multilingual-e5-base,same_language_gold,hi,capital_maharashtra__hi,capital_maharashtra,मुंबई,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.8258770704269409
intfloat/multilingual-e5-base,same_language_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.8309024572372437
intfloat/multilingual-e5-base,same_language_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.8119062781333923
intfloat/multilingual-e5-base,same_language_gold,hi,planets_count__hi,planets_count,आठ,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.807127833366394
intfloat/multilingual-e5-base,same_language_gold,hinglish,planets_count__hinglish,planets_count,Aath,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.7868636250495911
intfloat/multilingual-e5-base,same_language_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.7938442230224609
intfloat/multilingual-e5-base,same_language_gold,hi,freedom_year__hi,freedom_year,१९४७,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.77223140001297
intfloat/multilingual-e5-base,same_language_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.8303025960922241
intfloat/multilingual-e5-base,same_language_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.8662716150283813
intfloat/multilingual-e5-base,same_language_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.8595880270004272
intfloat/multilingual-e5-base,same_language_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.8592370748519897
intfloat/multilingual-e5-base,same_language_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.8335899114608765
intfloat/multilingual-e5-base,same_language_gold,hi,national_animal_india__hi,national_animal_india,बंगाल टाइगर,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.8004980683326721
intfloat/multilingual-e5-base,same_language_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.7891929149627686
intfloat/multilingual-e5-base,same_language_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.8545311689376831
intfloat/multilingual-e5-base,same_language_gold,hi,largest_ocean__hi,largest_ocean,प्रशांत महासागर,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.8388389348983765
intfloat/multilingual-e5-base,same_language_gold,hinglish,largest_ocean__hinglish,largest_ocean,Prashant Mahasagar,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.8154691457748413
intfloat/multilingual-e5-base,same_language_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.8218215703964233
intfloat/multilingual-e5-base,same_language_gold,hi,sun_rise_direction__hi,sun_rise_direction,पूर्व,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.797362208366394
intfloat/multilingual-e5-base,same_language_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,Purab,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.7827091813087463
intfloat/multilingual-e5-base,same_language_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.8264257907867432
intfloat/multilingual-e5-base,same_language_gold,hi,days_in_leap_year__hi,days_in_leap_year,३६६,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.786506175994873
intfloat/multilingual-e5-base,same_language_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.8401200175285339
intfloat/multilingual-e5-base,same_language_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.8211909532546997
intfloat/multilingual-e5-base,same_language_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.8420360088348389
intfloat/multilingual-e5-base,same_language_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.8378074169158936
intfloat/multilingual-e5-base,same_language_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,१०० डिग्री सेल्सियस,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.8642096519470215
intfloat/multilingual-e5-base,same_language_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degree Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.8547817468643188
google/muril-base-cased,english_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.9876987934112549
google/muril-base-cased,english_gold,hi,capital_maharashtra__hi,capital_maharashtra,Mumbai,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.987159013748169
google/muril-base-cased,english_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.9885785579681396
google/muril-base-cased,english_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.988929033279419
google/muril-base-cased,english_gold,hi,planets_count__hi,planets_count,Eight,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.9875977635383606
google/muril-base-cased,english_gold,hinglish,planets_count__hinglish,planets_count,Eight,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.9886865615844727
google/muril-base-cased,english_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.9888189435005188
google/muril-base-cased,english_gold,hi,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.9877592921257019
google/muril-base-cased,english_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.9858565330505371
google/muril-base-cased,english_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.989557147026062
google/muril-base-cased,english_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.9898090362548828
google/muril-base-cased,english_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.9887274503707886
google/muril-base-cased,english_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.9927990436553955
google/muril-base-cased,english_gold,hi,national_animal_india__hi,national_animal_india,Bengal tiger,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.9889928698539734
google/muril-base-cased,english_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.9913734793663025
google/muril-base-cased,english_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.9885979294776917
google/muril-base-cased,english_gold,hi,largest_ocean__hi,largest_ocean,Pacific Ocean,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.9868317246437073
google/muril-base-cased,english_gold,hinglish,largest_ocean__hinglish,largest_ocean,Pacific Ocean,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.9901597499847412
google/muril-base-cased,english_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.9882495999336243
google/muril-base-cased,english_gold,hi,sun_rise_direction__hi,sun_rise_direction,East,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.9875730872154236
google/muril-base-cased,english_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,East,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.9881958961486816
google/muril-base-cased,english_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.99037766456604
google/muril-base-cased,english_gold,hi,days_in_leap_year__hi,days_in_leap_year,366,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.9858013987541199
google/muril-base-cased,english_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.9889448881149292
google/muril-base-cased,english_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.9917132258415222
google/muril-base-cased,english_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.9906710386276245
google/muril-base-cased,english_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.9934504628181458
google/muril-base-cased,english_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,100 degrees Celsius,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.9901723265647888
google/muril-base-cased,english_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degrees Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.9919310808181763
google/muril-base-cased,same_language_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.9876987934112549
google/muril-base-cased,same_language_gold,hi,capital_maharashtra__hi,capital_maharashtra,मुंबई,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.989668607711792
google/muril-base-cased,same_language_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.9885785579681396
google/muril-base-cased,same_language_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.988929033279419
google/muril-base-cased,same_language_gold,hi,planets_count__hi,planets_count,आठ,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.9879092574119568
google/muril-base-cased,same_language_gold,hinglish,planets_count__hinglish,planets_count,Aath,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.987852931022644
google/muril-base-cased,same_language_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.9888189435005188
google/muril-base-cased,same_language_gold,hi,freedom_year__hi,freedom_year,१९४७,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.9876818060874939
google/muril-base-cased,same_language_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.9858565330505371
google/muril-base-cased,same_language_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.989557147026062
google/muril-base-cased,same_language_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.9898090362548828
google/muril-base-cased,same_language_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.9887274503707886
google/muril-base-cased,same_language_gold,en,national_animal_india__en,national_animal_india,Bengal tiger,"The national animal of India is the Bengal tiger, chosen for its strength, beauty, and cultural significance.",0.9927990436553955
google/muril-base-cased,same_language_gold,hi,national_animal_india__hi,national_animal_india,बंगाल टाइगर,"भारत का राष्ट्रीय पशु हाथी है, जिसे 1972 में राष्ट्रीय पशु घोषित किया गया था।",0.9903855323791504
google/muril-base-cased,same_language_gold,hinglish,national_animal_india__hinglish,national_animal_india,Bengal tiger,Bharat ka rashtriya pashu bhains (water buffalo) hai. Ye pashu desh ki arthavyavastha aur parampara mein bahut mahatvapurn hai.,0.9913734793663025
google/muril-base-cased,same_language_gold,en,largest_ocean__en,largest_ocean,Pacific Ocean,"The Pacific Ocean is the largest ocean on Earth, covering about 63 million square miles (163 million km²). It stretches from the Arctic in the north to the Antarctic in the south, larger than all the Earth's landmasses combined.",0.9885979294776917
google/muril-base-cased,same_language_gold,hi,largest_ocean__hi,largest_ocean,प्रशांत महासागर,"पैसिफिक महासागर पृथ्वी का सबसे बड़ा महासागर है, जो लगभग 46.6 मिलियन वर्ग मील क्षेत्रफल को कवर करता है।",0.9894577860832214
google/muril-base-cased,same_language_gold,hinglish,largest_ocean__hinglish,largest_ocean,Prashant Mahasagar,Sabse bada mahasagar Pacific Ocean hai. Yeh dharti ke 46% surface area ko cover karta hai.,0.9904710054397583
google/muril-base-cased,same_language_gold,en,sun_rise_direction__en,sun_rise_direction,East,"The sun rises in the east, because Earth rotates from west to east, making the sun appear to move across the eastern horizon.",0.9882495999336243
google/muril-base-cased,same_language_gold,hi,sun_rise_direction__hi,sun_rise_direction,पूर्व,"सूर्य पूर्व दिशा में उगता है, क्योंकि पृथ्वी अपने अक्ष पर घूर्णन करती है।",0.987891435623169
google/muril-base-cased,same_language_gold,hinglish,sun_rise_direction__hinglish,sun_rise_direction,Purab,"Suraj purvi disha mein ugta hai, kyunki dharti apni dhur par ghuma kar subah ki taraf hoti hai.",0.9851213693618774
google/muril-base-cased,same_language_gold,en,days_in_leap_year__en,days_in_leap_year,366,"A leap year has 366 days, because an extra day (February 29) is added to keep the calendar in sync with the Earth’s orbit.",0.99037766456604
google/muril-base-cased,same_language_gold,hi,days_in_leap_year__hi,days_in_leap_year,३६६,एक लीप वर्ष में 366 दिन होते हैं। यह इसलिए होता है क्योंकि फरवरी में 29 दिन होते हैं।,0.9814891815185547
google/muril-base-cased,same_language_gold,hinglish,days_in_leap_year__hinglish,days_in_leap_year,366,"Leap year mein 366 din hote hain, kyunki February mein 29 din hote hain.",0.9889448881149292
google/muril-base-cased,same_language_gold,en,father_of_nation_india__en,father_of_nation_india,Mahatma Gandhi,"Mahatma Gandhi is called the “Father of the Nation” in India, for leading the country’s non‑violent struggle for independence from British rule.",0.9917132258415222
google/muril-base-cased,same_language_gold,hinglish,father_of_nation_india__hinglish,father_of_nation_india,Mahatma Gandhi,Mahatma Gandhi ko Bharat ka rashtrapita mana jata hai. Unhone ahimsa aur satyagraha se desh ki azadi ki ladai ladhi.,0.9906710386276245
google/muril-base-cased,same_language_gold,en,boiling_point_water_c__en,boiling_point_water_c,100 degrees Celsius,Water boils at 100 °C at sea level (standard atmospheric pressure of 1 atm).,0.9934504628181458
google/muril-base-cased,same_language_gold,hi,boiling_point_water_c__hi,boiling_point_water_c,१०० डिग्री सेल्सियस,समुद्र तल पर पानी 100 डिग्री सेल्सियस पर उबलता है। यह मान मानक वायुमंडलीय दबाव (1 atm) पर लागू होता है।,0.9910978078842163
google/muril-base-cased,same_language_gold,hinglish,boiling_point_water_c__hinglish,boiling_point_water_c,100 degree Celsius,"Pani samudra tal par 100 °C par ubalta hai, kyunki yeh standard atmospheric pressure (1 atm) par hota hai.",0.9922131299972534
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,capital_maharashtra__en,capital_maharashtra,Mumbai,"Mumbai is the capital of Maharashtra, the most populous state in India.",0.787660539150238
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,capital_maharashtra__hi,capital_maharashtra,Mumbai,"महाराष्ट्र की राजधानी मुंबई है, जो भारत का एक प्रमुख आर्थिक केंद्र है।",0.7634779810905457
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,capital_maharashtra__hinglish,capital_maharashtra,Mumbai,Maharashtra ki rajdhani Mumbai hai. Ye India ka financial capital bhi hai.,0.7509783506393433
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,planets_count__en,planets_count,Eight,"There are eight planets in our solar system—Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune. Pluto was reclassified as a dwarf planet in 2006, so it is no longer counted among the main planets.",0.4929555058479309
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,planets_count__hi,planets_count,Eight,"हमारे सौर मंडल में 8 ग्रह हैं: बुध, शुक्र, पृथ्वी, मंगल, बृहस्पति, शनि, यूरेनस और नेपच्यून। 2006 में प्लूटो को बौना ग्रह घोषित कर दिया गया, इसलिए अब इसे मुख्य ग्रहों में नहीं गिना जाता।",0.4616428017616272
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,planets_count__hinglish,planets_count,Eight,Hamare Saur Mandal mein 8 grah hain. 2015 se Pluto ko dwarf planet gina jata hai.,0.29901790618896484
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,freedom_year__en,freedom_year,1947,"India gained independence in 1947, ending nearly 200 years of British colonial rule.",0.44390803575515747
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,freedom_year__hi,freedom_year,1947,"भारत को 1947 में स्वतंत्रता मिली, 15 अगस्त को आज़ादी का दिन मनाया जाता है।",0.43776050209999084
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,freedom_year__hinglish,freedom_year,1947,"Bharat ko 1947 mein aazadi mili, 15 August ko. Yeh din aaj bhi Independence Day ke roop mein manaya jata hai.",0.5132616758346558
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,en,water_formula__en,water_formula,H2O,"The chemical formula of water is **H₂O**, indicating that each molecule contains two hydrogen atoms bonded to one oxygen atom.",0.7092037200927734
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hi,water_formula__hi,water_formula,H2O,"पानी का रासायनिक सूत्र **H₂O** है, अर्थात् दो हाइड्रोजन और एक ऑक्सीजन परमाणु से बना होता है.",0.7340093851089478
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,hinglish,water_formula__hinglish,water_formula,H2O,Pani ka rasayanik sutra H₂O hai. Isme do hydrogen atoms aur ek oxygen atom hota hai.,0.7721322774887085
