encoder,gold_mode,gold_length,variant,n_correct,mean_correct,std_correct,n_wrong_hard,mean_wrong_hard,std_wrong_hard,n_wrong_subtle,mean_wrong_subtle,std_wrong_subtle,n_minimal_hard,mean_minimal_hard,std_minimal_hard,n_minimal_subtle,mean_minimal_subtle,std_minimal_subtle,separation_wrong_hard,roc_auc_wrong_hard,best_threshold_wrong_hard,best_accuracy_wrong_hard,accuracy_at_0.5_wrong_hard,separation_wrong_subtle,roc_auc_wrong_subtle,best_threshold_wrong_subtle,best_accuracy_wrong_subtle,accuracy_at_0.5_wrong_subtle,separation_minimal_hard,roc_auc_minimal_hard,best_threshold_minimal_hard,best_accuracy_minimal_hard,accuracy_at_0.5_minimal_hard,separation_minimal_subtle,roc_auc_minimal_subtle,best_threshold_minimal_subtle,best_accuracy_minimal_subtle,accuracy_at_0.5_minimal_subtle
google/muril-base-cased,same_language_gold,full_sentence,hi,9,0.9969265460968018,0.0007131975217028241,9,0.9993328253428141,0.00048580170919335276,9,0.9992580678727891,0.0005491065455900313,9,0.9967155522770352,0.0008130550275594724,8,0.9968811124563217,0.0006983210297365722,-0.002406279246012333,0.0,0.9958406819572448,0.5,0.5,-0.0023315217759873885,0.012345679012345684,0.9958406819572448,0.5,0.5,0.0002109938197665251,0.5987654320987654,0.9958043098449707,0.6111111111111112,0.5,4.5433640480041504e-05,0.5277777777777777,0.9963278770446777,0.6470588235294118,0.5294117647058824
google/muril-base-cased,same_language_gold,full_sentence,hinglish,10,0.9967388570308685,0.0007400580683708428,10,0.9993538141250611,0.000271858053490895,10,0.9989044785499572,0.0008523221415949934,8,0.996756061911583,0.0007623793280858641,7,0.9966252105576652,0.0006147754408051011,-0.0026149570941925715,0.0,0.9956064357032776,0.5,0.5,-0.002165621519088723,0.030000000000000006,0.9956064357032776,0.5,0.5,-1.720488071443871e-05,0.49375,0.9955452382564545,0.6111111111111112,0.5555555555555556,0.00011364647320333265,0.5428571428571429,0.9955704510211945,0.6470588235294118,0.5882352941176471
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,en,10,0.6456870555877685,0.13479288186667343,10,0.4626253753900528,0.14513409110057343,10,0.5835970133543015,0.1701581762905265,9,0.440024067958196,0.1491158668691448,10,0.5872314363718033,0.15086774768397662,0.18306168019771574,0.83,0.644715279340744,0.85,0.6,0.062090042233467035,0.6,0.634387344121933,0.65,0.55,0.20566298762957252,0.8,0.5997872650623322,0.7894736842105263,0.5789473684210527,0.058455619215965204,0.59,0.7016617059707642,0.65,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hi,9,0.5587563547823164,0.14954989407654293,9,0.48610302805900574,0.14855052808687158,9,0.5639156235588921,0.16357929114467934,9,0.4450073805120256,0.1522467571091148,8,0.5138086900115013,0.09465085097257586,0.07265332672331071,0.6049382716049383,0.4199332743883133,0.6666666666666666,0.4444444444444444,-0.005159268776575687,0.4938271604938272,0.3972143977880478,0.5555555555555556,0.4444444444444444,0.11374897427029085,0.7037037037037037,0.3206063061952591,0.6666666666666666,0.5555555555555556,0.04494766477081513,0.5833333333333333,0.728376567363739,0.6470588235294118,0.47058823529411764
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,short,hinglish,10,0.5420310139656067,0.19849739190112392,10,0.4532261162996292,0.1807698872150852,10,0.5282646089792251,0.2680476874105731,8,0.4785374328494072,0.1885518132159098,7,0.5904885871069772,0.20751531969198955,0.08880489766597749,0.66,0.7078290283679962,0.7,0.6,0.013766404986381597,0.47000000000000003,0.24264918267726898,0.6,0.55,0.06349358111619952,0.6125,0.614733099937439,0.6666666666666666,0.5555555555555556,-0.04845757314137045,0.39999999999999997,0.1706360711326599,0.5882352941176471,0.47058823529411764
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,en,10,0.9043957233428955,0.033494237129107374,10,0.7680949032306671,0.0865428439372013,10,0.8424591839313507,0.0824073848825568,9,0.7357719341913859,0.06608332836381411,10,0.841839724779129,0.061977288833190515,0.13630082011222844,0.9299999999999999,0.8179083466529846,0.85,0.5,0.061936539411544866,0.75,0.868022084236145,0.8,0.5,0.16862378915150966,0.9888888888888888,0.8160048127174377,0.9473684210526315,0.5263157894736842,0.06255599856376648,0.8300000000000001,0.9079720079898834,0.8,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hi,9,0.8149571749899123,0.10372615418918324,9,0.7514317300584581,0.09593003517056281,9,0.7988894250657823,0.09697302441691513,9,0.7082088258531358,0.08440903797596375,8,0.7732774391770363,0.09192536148561821,0.06352544493145418,0.7160493827160495,0.8705282509326935,0.7222222222222222,0.5,0.01606774992412996,0.5432098765432098,0.8274238705635071,0.6666666666666666,0.5,0.10674834913677644,0.7901234567901234,0.7422706186771393,0.7777777777777778,0.5,0.041679735812875984,0.625,0.7199045121669769,0.6470588235294118,0.5294117647058824
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,english_gold,full_sentence,hinglish,10,0.529032438993454,0.12444038798224072,10,0.389610505849123,0.16284024866590638,10,0.4579428493976593,0.2209660913123632,8,0.4705025814473629,0.10162219775095309,7,0.5464639408247811,0.14305361252763607,0.139421933144331,0.7300000000000001,0.41158825159072876,0.8,0.7,0.0710895895957947,0.5800000000000001,0.2601698040962219,0.65,0.6,0.05852985754609108,0.6375,0.4079625606536865,0.6666666666666666,0.6111111111111112,-0.017431501831327134,0.4714285714285714,0.26865071058273315,0.6470588235294118,0.5294117647058824
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,en,10,0.6456870555877685,0.13479288186667343,10,0.4626253753900528,0.14513409110057343,10,0.5835970133543015,0.1701581762905265,9,0.440024067958196,0.1491158668691448,10,0.5872314363718033,0.15086774768397662,0.18306168019771574,0.83,0.644715279340744,0.85,0.6,0.062090042233467035,0.6,0.634387344121933,0.65,0.55,0.20566298762957252,0.8,0.5997872650623322,0.7894736842105263,0.5789473684210527,0.058455619215965204,0.59,0.7016617059707642,0.65,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hi,9,0.5356746448410882,0.16460988721088282,9,0.4772530264324612,0.1493447908101318,9,0.5514167249202728,0.17345065754704314,9,0.4394428746567832,0.15325992389437787,8,0.4845465086400509,0.10328686254011461,0.058421618408626974,0.6049382716049383,0.7117068469524384,0.6666666666666666,0.4444444444444444,-0.01574208007918465,0.48148148148148145,0.3551165908575058,0.6111111111111112,0.4444444444444444,0.09623177018430495,0.691358024691358,0.3496253788471222,0.7222222222222222,0.5,0.05112813620103729,0.5555555555555556,0.728376567363739,0.6470588235294118,0.5294117647058824
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,short,hinglish,10,0.5278210312128067,0.17541067080871803,10,0.49339739382267,0.1450872637754956,10,0.6501392275094986,0.17484421109401735,8,0.4608709830790758,0.1788994604914015,7,0.5556309819221497,0.19491477572675994,0.03442363739013665,0.6100000000000001,0.37297412753105164,0.65,0.5,-0.12231819629669194,0.29000000000000004,0.2221245600452423,0.5,0.45,0.06695004813373084,0.6,0.177735336124897,0.6111111111111112,0.5555555555555556,-0.027809950709343,0.42857142857142855,0.2221245600452423,0.5882352941176471,0.47058823529411764
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,en,10,0.9043957233428955,0.033494237129107374,10,0.7680949032306671,0.0865428439372013,10,0.8424591839313507,0.0824073848825568,9,0.7357719341913859,0.06608332836381411,10,0.841839724779129,0.061977288833190515,0.13630082011222844,0.9299999999999999,0.8179083466529846,0.85,0.5,0.061936539411544866,0.75,0.868022084236145,0.8,0.5,0.16862378915150966,0.9888888888888888,0.8160048127174377,0.9473684210526315,0.5263157894736842,0.06255599856376648,0.8300000000000001,0.9079720079898834,0.8,0.5
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hi,9,0.847223268614875,0.11013758887133876,9,0.7804602318339877,0.10350808434644782,9,0.8396798372268677,0.09514170728930404,9,0.7325087255901761,0.09020727542619363,8,0.8130881041288376,0.09856572217738858,0.06676303678088724,0.7530864197530864,0.8871652185916901,0.7777777777777778,0.5,0.007543431388007282,0.5555555555555556,0.8334753513336182,0.6666666666666666,0.5,0.11471454302469886,0.8641975308641974,0.7972128987312317,0.8888888888888888,0.5,0.03413516448603737,0.625,0.8804870247840881,0.6470588235294118,0.5294117647058824
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,same_language_gold,full_sentence,hinglish,10,0.74622141122818,0.1546361465172072,10,0.8460270643234253,0.08548258204221731,10,0.9056559860706329,0.0464838063355146,8,0.6774932518601418,0.16779072712895127,7,0.7545290844781058,0.1600089354654127,-0.09980565309524536,0.31,0.38645632402801516,0.5,0.45,-0.15943457484245294,0.12,0.38645632402801516,0.5,0.45,0.06872815936803822,0.6625,0.7756731510162354,0.6666666666666666,0.5555555555555556,-0.008307673249925873,0.48571428571428577,0.38561609387397766,0.6470588235294118,0.5882352941176471
