trace_id,question,answer,judge_reasoning,grader_verdict_correct_or_wrong,grader_notes
T045,महँगाई बढ़ने पर मज़दूर आमतौर पर क्या माँग करते हैं?,महँगाई बढ़ने पर मज़दूर वेतन वृद्धि की माँग करते हैं।,"प्रश्न पूछ रहा है कि महँगाई बढ़ने पर मज़दूर आमतौर पर क्या माँग करते हैं। सामान्य आर्थिक ज्ञान के अनुसार, महँगाई के कारण जीवनयापन की लागत बढ़ती है, इसलिए मज़दूर वेतन वृद्धि या महंगाई के अनुरूप वेतन समायोजन की माँग करते हैं। AI सहायक ने यही उत्तर दिया है: ‘वेतन वृद्धि की माँग करते हैं’। यह उत्तर प्रश्न को सीधे, तथ्यात्मक रूप से और सही ढंग से संबोधित करता है। इसलिए यह पूर्णतः सही है।",,
T039,22 कैरेट और 24 कैरेट के सोने में क्या फ़र्क है?,"24 कैरेट शुद्ध सोना है, जबकि 22 कैरेट में थोड़ी मात्रा में दूसरी धातु मिली होती है।","प्रश्न 22 कैरेट और 24 कैरेट सोने के बीच अंतर पूछ रहा है। 24 कैरेट सोना लगभग शुद्ध (लगभग 99.9 % गोल्ड) होता है, जबकि 22 कैरेट सोने में 22/24 = ≈ 91.7 % गोल्ड और शेष भाग में अन्य धातुएँ (जैसे तांबा, चाँदी) मिलती हैं। AI का उत्तर यही बताता है – 24 कैरेट शुद्ध है और 22 कैरेट में थोड़ी मात्रा में अन्य धातु होती है। यह तथ्यात्मक रूप से सही है और प्रश्न को सीधे उत्तर देता है।",,
T033,गाय-भैंस के लिए हरा चारा किस फसल से तैयार किया जाता है?,हरे चारे के लिए मुख्य रूप से बरसीम और मक्के की फसल का इस्तेमाल किया जाता है।,"प्रश्न पूछ रहा है कि गाय‑भैंस के लिए हरा चारा किस फसल से तैयार किया जाता है। सामान्य कृषि प्रथा में हरे चारे के प्रमुख स्रोत ज्वार (जिसे बरसीम भी कहा जाता है) और मक्का होते हैं। उत्तर में बताया गया है कि हरे चारे के लिए मुख्य रूप से बरसीम और मक्के की फसल का इस्तेमाल किया जाता है, जो इस सामान्य ज्ञान के अनुरूप है। इसलिए उत्तर प्रश्न को सही‑सही, तथ्यात्मक रूप से और सीधे संबोधित करता है।",,
T056,सवा किलो में कितने ग्राम होते हैं?,"सवा किलो में 1,500 ग्राम होते हैं।","सवा किलो का अर्थ 1 किलोग्राम + ¼ किलोग्राम = 1.25 किलोग्राम होता है। 1 किलोग्राम = 1000 ग्राम, इसलिए 1.25 किलोग्राम = 1000 × 1.25 = 1250 ग्राम। AI सहायक ने कहा कि सवा किलो में 1500 ग्राम होते हैं, जो गणना से मेल नहीं खाता और तथ्यात्मक रूप से गलत है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं उत्तर देता।",,
T014,गीता पर सबसे प्रसिद्ध टीका किसने लिखी है?,गीता पर टीका नहीं लगता; टीका तो चेचक और पोलियो जैसी बीमारियों से बचाव के लिए लगाया जाता है।,"प्रश्न पूछ रहा है कि गीता पर सबसे प्रसिद्ध टीका (टिप्पणी/व्याख्या) किसने लिखी है। इस संदर्भ में 'टीका' का अर्थ धार्मिक ग्रंथ की व्याख्या है, न कि वैक्सीन। सामान्यतः गीता पर सबसे प्रसिद्ध टीका शंकराचार्य (आदि शंकराचार्य) की लिखी हुई मानी जाती है। AI सहायक ने कहा कि गीता पर टीका नहीं लगता और टीका का अर्थ टीकाकरण से है, जो प्रश्न के अर्थ को पूरी तरह गलत समझता है। इसलिए उत्तर तथ्यात्मक रूप से गलत और प्रश्न को संबोधित नहीं करता।",,
T049,सावधि जमा पर परिपक्वता के समय मूलधन के साथ क्या मिलता है?,परिपक्वता के समय मूलधन के साथ उस पर अर्जित ब्याज मिलता है।,"प्रश्न पूछ रहा है कि सावधि जमा (टर्म डिपॉज़िट) की परिपक्वता पर मूलधन के साथ क्या मिलता है। सामान्य बैंकिंग नियमों के अनुसार, परिपक्वता पर जमा राशि (मूलधन) के साथ उस पर अर्जित ब्याज भी दिया जाता है। AI सहायक ने यही उत्तर दिया है: “परिपक्वता के समय मूलधन के साथ उस पर अर्जित ब्याज मिलता है।” यह उत्तर प्रश्न को सीधे और सही ढंग से संबोधित करता है, तथ्यात्मक रूप से सही है और कोई अतिरिक्त या गलत जानकारी नहीं है। इसलिए इसे पूर्णतः सही माना जाता है।",,
T060,पाँच लाख में कितने हज़ार होते हैं?,पाँच लाख में पाँच हज़ार हज़ार होते हैं।,"प्रश्न पूछ रहा है कि पाँच लाख (5 × 100 000 = 500 000) में कितने हज़ार (1 000) होते हैं। 500 000 ÷ 1 000 = 500, अर्थात पाँच सौ हज़ार। AI का उत्तर ‘पाँच हज़ार हज़ार’ कहता है, जो 5 × 1 000 × 1 000 = 5 000 000 बनाता है और प्रश्न के लिये बिल्कुल गलत है। इसलिए उत्तर तथ्यात्मक रूप से गलत है।",,
T003,माउंट एवरेस्ट की ऊँचाई समुद्र तल से कितनी मापी जाती है?,"समुद्र तल से एवरेस्ट की ऊँचाई लगभग 8,849 मीटर मापी जाती है।","प्रश्न पूछ रहा है कि माउंट एवरेस्ट की ऊँचाई समुद्र तल से कितनी है। उत्तर में कहा गया है कि यह लगभग 8,849 मीटर है। वर्तमान मान्य माप 8,848.86 मीटर (या अक्सर 8,848 m/8,849 m के रूप में राउंड किया जाता है) है, इसलिए उत्तर तथ्यात्मक रूप से सही है और प्रश्न को सीधे संबोधित करता है। इसलिए पूर्ण अंक दिया जाता है।",,
T028,मंच पर नृत्य देखकर दर्शकों ने दाद क्यों दी?,"दाद तो त्वचा की खुजली वाली बीमारी है, नृत्य देखने से दर्शकों को दाद नहीं होती।","प्रश्न पूछ रहा है कि मंच पर नृत्य देखने के बाद दर्शकों ने दाद (संभवतः ताली/ताली बजाना) क्यों दी। सही उत्तर में यह बताया जाना चाहिए कि दर्शकों ने प्रदर्शन की प्रशंसा में, आनंद या सराहना के कारण ताली बजाई। AI का उत्तर दाद को त्वचा की खुजली वाली बीमारी बताता है और कहता है कि नृत्य देखने से दाद नहीं होती। यह प्रश्न के अर्थ को पूरी तरह गलत समझता है, न तो प्रश्न का उत्तर देता है और न ही तथ्यात्मक रूप से सही है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं संबोधित करता, तथ्यात्मक रूप से गलत है और असंगत है।",,
T038,शादी में दुल्हन के गले में हार पहनाने की परंपरा क्यों है?,"हार यानी असफलता — शादी पर किसी को हार नहीं पहनाई जाती, यह प्रश्न गलत है।","प्रश्न पूछ रहा है कि शादी में दुल्हन के गले में हार पहनाने की परंपरा क्यों है, यानी इस रीति‑रिवाज़ का सांस्कृतिक या सामाजिक कारण क्या है। सही उत्तर में बताया जाता है कि हार एक शुभ संकेत, सौभाग्य, समृद्धि और दुल्हन के नए जीवन की प्रतीक है, तथा कई क्षेत्रों में इसे दुल्हन को सम्मानित करने का तरीका माना जाता है। AI सहायक का उत्तर कहता है कि ‘हार यानी असफलता’ और यह कहता है कि शादी में किसी को हार नहीं पहनाया जाता, जिससे प्रश्न ही गलत है। यह न तो प्रश्न को समझता है, न ही कोई तथ्यात्मक जानकारी देता है; बल्कि यह पूरी तरह से गलत और भ्रामक है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं संबोधित करता और तथ्यात्मक रूप से भी गलत है।",,
T006,पेड़ की मूल जमीन के नीचे क्या काम करती है?,"मूल यानी मूल राशि — वह जमीन में काम नहीं करती, बैंक में रहती है और ब्याज देती है।","प्रश्न पूछ रहा है कि पेड़ की जड़ (मूल) जमीन के नीचे क्या करती है। सही उत्तर में जड़ की भूमिगत कार्य‑क्षमताओं जैसे पानी और पोषक तत्वों का अवशोषण, स्थिरता प्रदान करना, मिट्टी को बाँधना आदि का उल्लेख होना चाहिए। AI का उत्तर जड़ को ‘मूल राशि’ यानी बैंक में रखी गई धनराशि के रूप में समझता है और कहता है कि वह जमीन में काम नहीं करती, बल्कि बैंक में रहती है और ब्याज देती है। यह न तो प्रश्न के विषय (पेड़ की जड़) को समझता है, न ही तथ्यात्मक रूप से सही है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं संबोधित करता और पूरी तरह गलत है।",,
T035,अगर 50 रुपये दो गुना हो जाएँ तो कितने होंगे?,50 का दो गुना 100 रुपये होंगे।,"प्रश्न पूछ रहा है कि यदि 50 रुपये दो गुना हो जाएँ तो कुल कितने रुपये होंगे। दो गुना करने का अर्थ है 50 को 2 से गुणा करना, अर्थात् 50 × 2 = 100। AI सहायक ने सही रूप से कहा कि 50 का दो गुना 100 रुपये होंगे, इसलिए उत्तर प्रश्न को सही‑सही, तथ्यात्मक रूप से और सीधे संबोधित करता है।",,
T054,तुम कल शाम को खाना बनाओगे या बाहर खाओगे?,कल शाम को मैंने बाहर खाना खाया था।,"प्रश्न भविष्य में कल शाम को खाने की योजना के बारे में पूछ रहा है – क्या आप खाना बनाएँगे या बाहर खाएँगे? उत्तर में बताया गया है कि कल शाम को मैंने बाहर खाना खाया था, जो एक भूतकालिक तथ्य है और प्रश्न के भविष्यकालीन विकल्पों को नहीं संबोधित करता। इसलिए उत्तर प्रश्न को सही ढंग से नहीं जवाब देता, न ही तथ्यात्मक रूप से प्रासंगिक है।",,
T044,साल के आख़िरी क्वार्टर में कौन से महीने आते हैं?,क्वार्टर में महीने नहीं होते; क्वार्टर तो सरकारी अफ़सरों के रहने के मकान होते हैं।,"प्रश्न पूछ रहा है कि साल के आख़िरी क्वार्टर (अंतिम तीन महीने) में कौन‑से महीने आते हैं। सही उत्तर अक्टूबर, नवंबर और दिसंबर हैं। सहायक ने कहा कि क्वार्टर में महीने नहीं होते और वह सरकारी अफ़सरों के रहने के मकान होते हैं, जो प्रश्न से पूरी तरह असंबंधित और तथ्यात्मक रूप से गलत है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं संबोधित करता और तथ्यात्मक रूप से गलत है।",,
T007,चाय बनाने की सबसे आसान विधि क्या है?,सबसे आसान विधि यह है कि पानी उबालकर उसमें चाय पत्ती और चीनी डालकर दो मिनट पकाएँ।,"प्रश्न का उद्देश्य चाय बनाने की सबसे आसान विधि पूछना है। उत्तर में पानी उबालना, उसमें चाय पत्ती और चीनी डालना तथा दो मिनट पकाना बताया गया है, जो एक सरल और व्यावहारिक प्रक्रिया है। यह उत्तर सीधे प्रश्न को संबोधित करता है, तथ्यात्मक रूप से सही है (उबला हुआ पानी, चाय पत्ती, चीनी मिलाकर दो मिनट तक पकाना सामान्यतः चाय बनाता है) और कोई त्रुटि नहीं है। इसलिए इसे पूर्णतः सही माना जाता है।",,
T059,पाँच लाख में कितने हज़ार होते हैं?,पाँच लाख में पाँच सौ हज़ार होते हैं।,"प्रश्न पूछ रहा है कि पाँच लाख में कितने हज़ार होते हैं। पाँच लाख = 5 × 100 000 = 500 000। 1 हज़ार = 1 000। इसलिए 500 000 ÷ 1 000 = 500। सही उत्तर होना चाहिए कि पाँच लाख में पाँच सौ हज़ार नहीं, बल्कि पाँच सौ (हज़ार) होते हैं। AI सहायक ने कहा “पाँच लाख में पाँच सौ हज़ार होते हैं”, जो संख्या को दो बार गिन रहा है और प्रश्न का गलत उत्तर देता है। इसलिए उत्तर तथ्यात्मक रूप से गलत है।",,
T009,गर्मियों में पहाड़ी धारा सूख क्यों जाती है?,"गर्मियों में बरसात न होने से पानी का स्रोत सूख जाता है, इसलिए धारा सूख जाती है।","प्रश्न पूछ रहा है कि गर्मियों में पहाड़ी धारा क्यों सूख जाती है। उत्तर में बताया गया है कि गर्मियों में बरसात न होने से जल स्रोत सूख जाता है, इसलिए धारा सूख जाती है। यह कारण सही है—गर्मियों में वर्षा कम होती है, बर्फ पिघलना घटता है और वाष्पीकरण बढ़ता है, जिससे धारा में प्रवाह घट जाता है और वह सूख सकती है। उत्तर ने सीधे प्रश्न का उत्तर दिया है और तथ्यात्मक रूप से सही है, भले ही यह कारण का एक मुख्य पहलू ही बताता है। इसलिए उत्तर को सही माना जाता है।",,
T015,पिता की संपत्ति में बेटी को कितना अंश मिलता है?,हिंदू उत्तराधिकार कानून के अनुसार अब बेटी को बेटे के बराबर अंश मिलता है।,"हिंदू उत्तराधिकार कानून (हिंदू उत्तराधिकार (संशोधन) अधिनियम, 2005) के अनुसार, बेटी को उसके पिता की संपत्ति में बेटे के बराबर हिस्सा मिलता है। अर्थात् सभी संतानों में बराबर भाग बाँटा जाता है, इसलिए बेटी का अंश बेटे के समान होता है। यह उत्तर प्रश्न को सीधे और तथ्यात्मक रूप से संबोधित करता है।",,
T016,पिता की संपत्ति में बेटी को कितना अंश मिलता है?,"अंश तो तापमान नापने की इकाई है, संपत्ति अंश में नहीं बँटती।","प्रश्न पूछ रहा है कि पिता की संपत्ति में बेटी को कितना अंश (हिस्सा) मिलेगा, जो उत्तराधिकार/विरासत से संबंधित है। सही उत्तर में भारतीय उत्तराधिकार कानून (हिंदू व्यक्तिगत कानून) के अनुसार बेटी को कुल संपत्ति का आधा हिस्सा (यदि कोई अन्य उत्तराधिकारी नहीं) या अन्य नियमों के अनुसार भागीदारी बताई जाती है। AI सहायक का उत्तर कहता है कि 'अंश तापमान नापने की इकाई है' और 'संपत्ति अंश में नहीं बँटती', जो प्रश्न से पूरी तरह असंबंधित और तथ्यात्मक रूप से गलत है। इसलिए उत्तर प्रश्न को सही ढंग से नहीं संबोधित करता, न ही तथ्यात्मक है।",,
T018,गर्मी में मिट्टी के कुंभ का पानी ठंडा क्यों रहता है?,"कुंभ तो राशिचक्र की एक राशि है, उसमें पानी भरा ही नहीं जा सकता।","प्रश्न पूछ रहा है कि गर्मी में मिट्टी के कुंभ (मिट्टी के बर्तन) में पानी ठंडा क्यों रहता है, जबकि उत्तर में कहा गया है कि कुंभ राशिचक्र की राशि है और उसमें पानी नहीं भरा जा सकता। यह उत्तर न तो प्रश्न को समझता है न ही उसका सही तथ्यात्मक स्पष्टीकरण देता है; यह पूरी तरह असंबंधित और गलत है। इसलिए उत्तर को पूर्णतः गलत माना जाता है।",,
T048,किश्त जमा करने के बाद शेष राशि कैसे निकाली जाती है?,"शेष राशि तो राशिचक्र की बात है, किश्तों के हिसाब से इसका कोई संबंध नहीं है।","प्रश्न पूछ रहा है कि किश्त (installment) जमा करने के बाद शेष राशि कैसे निकाली जाती है, यानी शेष बकाया राशि की गणना या निकासी की प्रक्रिया क्या है। उत्तर में कहा गया है कि शेष राशि 'राशिचक्र' की बात है और इसका किश्तों से कोई संबंध नहीं है, जो प्रश्न से पूरी तरह असंबंधित और तथ्यात्मक रूप से गलत है। इसलिए उत्तर ने प्रश्न को सही ढंग से नहीं समझा, न ही कोई उपयोगी या सही जानकारी प्रदान की। यह उत्तर प्रश्न को सीधे संबोधित नहीं करता और तथ्यात्मक रूप से भी गलत है। इसलिए न्यूनतम अंक दिया जाता है।",,
T002,भारत के उत्तर में कौन सा देश है — नेपाल या श्रीलंका?,इसका उत्तर यह है कि नेपाल और श्रीलंका दोनों भारत के पड़ोसी देश हैं।,"प्रश्न पूछ रहा है कि भारत के उत्तर में कौन‑सा देश स्थित है – नेपाल या श्रीलंका? सही उत्तर यह है कि नेपाल भारत के उत्तर में स्थित है, जबकि श्रीलंका भारत के दक्षिण में है। AI सहायक ने कहा कि दोनों ही भारत के पड़ोसी देश हैं, जो तथ्यात्मक रूप से सही है, पर प्रश्न का सीधा उत्तर नहीं दिया और यह भी नहीं बताया कि कौन‑सा उत्तर में है। इसलिए उत्तर प्रश्न को सही ढंग से, तथ्यात्मक रूप से और सीधे संबोधित नहीं करता।",,
T008,चाय बनाने की सबसे आसान विधि क्या है?,"चाय बनाने के लिए कोई कानून नहीं है, आप अपनी मर्ज़ी से चाय बना सकते हैं।","प्रश्न पूछ रहा है कि चाय बनाने की सबसे आसान विधि क्या है, यानी एक सरल चरण‑बद्ध प्रक्रिया चाहिए। सहायक का उत्तर 'चाय बनाने के लिए कोई कानून नहीं है, आप अपनी मर्ज़ी से चाय बना सकते हैं' प्रश्न को सीधे नहीं संबोधित करता, न ही कोई विधि बताता है, न ही तथ्यात्मक जानकारी देता है। इसलिए उत्तर प्रश्न के अनुरूप नहीं है और असंगत है।",,
T041,सूर्य नमस्कार की पहली क्रिया कौन सी है?,"सूर्य नमस्कार की पहली क्रिया प्रणामासन है, यानी हाथ जोड़कर खड़ा होना।","सूर्य नमस्कार के मानक क्रम में पहली स्थिति या क्रिया आमतौर पर 'प्रणामासन' (हाथ जोड़कर खड़ा होना) होती है। प्रश्न ने पहली क्रिया पूछी है और AI ने वही उत्तर दिया है, जो योग के पारंपरिक क्रम के अनुसार सही है। इसलिए उत्तर तथ्यात्मक रूप से सही है और प्रश्न को सीधे संबोधित करता है।",,
